name,role,component,layer,dtype,shape,params
model.visual.blocks.22.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.22.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.22.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.22.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.22.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.22.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.23.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.23.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.23.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.23.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.23.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.23.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.23.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.23.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.23.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.23.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.23.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.23.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.24.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.24.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.24.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.24.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.24.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.24.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.24.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.24.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.24.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.24.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.24.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.24.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.25.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.25.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.25.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.25.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.25.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.25.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.25.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.25.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.25.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.25.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.25.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.25.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.26.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.26.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.26.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.26.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.26.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.26.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.26.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.26.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.26.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.26.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.26.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.26.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.3.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.3.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.3.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.3.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.3.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.3.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.3.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.3.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.3.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.3.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.3.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.3.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.4.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.4.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.4.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.4.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.4.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.4.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.4.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.4.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.4.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.4.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.4.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.4.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.5.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.5.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.5.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.5.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.5.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.5.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.5.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.5.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.5.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.5.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.5.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.5.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.6.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.6.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.6.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.6.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.6.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.6.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.6.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.6.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.6.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.6.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.6.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.6.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.7.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.7.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.7.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.7.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.7.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.7.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.7.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.7.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.7.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.7.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.7.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.7.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.8.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.8.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.8.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.8.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.8.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.8.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.8.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.8.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.8.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.8.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.8.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.8.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.9.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.9.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.9.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.9.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.9.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.9.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.9.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.9.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.9.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.9.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.9.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.9.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.merger.linear_fc1.bias,model.visual.merger.linear_fc1.bias,vision,,BF16,"(4608,)",4608
model.visual.merger.linear_fc1.weight,model.visual.merger.linear_fc1.weight,vision,,BF16,"(4608, 4608)",21233664
model.visual.merger.linear_fc2.bias,model.visual.merger.linear_fc2.bias,vision,,BF16,"(4096,)",4096
model.visual.merger.linear_fc2.weight,model.visual.merger.linear_fc2.weight,vision,,BF16,"(4096, 4608)",18874368
model.visual.merger.norm.bias,model.visual.merger.norm.bias,vision,,BF16,"(1152,)",1152
model.visual.merger.norm.weight,model.visual.merger.norm.weight,vision,,BF16,"(1152,)",1152
model.visual.patch_embed.proj.bias,model.visual.patch_embed.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.patch_embed.proj.weight,model.visual.patch_embed.proj.weight,vision,,BF16,"(1152, 3, 2, 16, 16)",1769472
model.visual.pos_embed.weight,model.visual.pos_embed.weight,vision,,BF16,"(2304, 1152)",2654208
mtp.fc.weight,mtp.fc.weight,language model,,BF16,"(4096, 8192)",33554432
mtp.layers.0.input_layernorm.weight,mtp.layers.N.input_layernorm.weight,language model,0.0,BF16,"(4096,)",4096
mtp.layers.0.mlp.down_proj.weight,mtp.layers.N.mlp.down_proj.weight,language model,0.0,BF16,"(4096, 12288)",50331648
mtp.layers.0.mlp.gate_proj.weight,mtp.layers.N.mlp.gate_proj.weight,language model,0.0,BF16,"(12288, 4096)",50331648
mtp.layers.0.mlp.up_proj.weight,mtp.layers.N.mlp.up_proj.weight,language model,0.0,BF16,"(12288, 4096)",50331648
mtp.layers.0.post_attention_layernorm.weight,mtp.layers.N.post_attention_layernorm.weight,language model,0.0,BF16,"(4096,)",4096
mtp.layers.0.self_attn.k_norm.weight,mtp.layers.N.self_attn.k_norm.weight,language model,0.0,BF16,"(256,)",256
mtp.layers.0.self_attn.k_proj.weight,mtp.layers.N.self_attn.k_proj.weight,language model,0.0,BF16,"(1024, 4096)",4194304
mtp.layers.0.self_attn.o_proj.weight,mtp.layers.N.self_attn.o_proj.weight,language model,0.0,BF16,"(4096, 4096)",16777216
mtp.layers.0.self_attn.q_norm.weight,mtp.layers.N.self_attn.q_norm.weight,language model,0.0,BF16,"(256,)",256
mtp.layers.0.self_attn.q_proj.weight,mtp.layers.N.self_attn.q_proj.weight,language model,0.0,BF16,"(8192, 4096)",33554432
mtp.layers.0.self_attn.v_proj.weight,mtp.layers.N.self_attn.v_proj.weight,language model,0.0,BF16,"(1024, 4096)",4194304
mtp.norm.weight,mtp.norm.weight,language model,,BF16,"(4096,)",4096
mtp.pre_fc_norm_embedding.weight,mtp.pre_fc_norm_embedding.weight,language model,,BF16,"(4096,)",4096
mtp.pre_fc_norm_hidden.weight,mtp.pre_fc_norm_hidden.weight,language model,,BF16,"(4096,)",4096
